vl_launch_value	nu_installments	dt_reference	day_reference	month_reference	year_reference	tp_installment	id_allocation	id_classification	id_subclassification
continuous	discrete	time	continuous	continuous	continuous	discrete	discrete	discrete	continuous
									
31.5	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
2550.42	1	2018-02-19	19.0	2.0	2018.0	2	8	25	109.0
1428.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	46.0
14.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
700.0	1	2017-08-19	19.0	8.0	2017.0	2	8	16	48.0
20.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
1139.0	1	2017-08-19	19.0	8.0	2017.0	2	9	16	36.0
9.4	1	2017-08-19	19.0	8.0	2017.0	2	8	26	111.0
2159.73	1	2017-10-19	19.0	10.0	2017.0	2	8	25	109.0
81.51	1	2018-02-19	19.0	2.0	2018.0	2	8	20	86.0
9375.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
59.05	1	2017-08-19	19.0	8.0	2017.0	2	8	20	76.0
2000.0	1	2018-02-19	19.0	2.0	2018.0	2	10	28	117.0
637.18	1	2018-02-19	19.0	2.0	2018.0	2	8	25	108.0
165.73	1	2018-02-19	19.0	2.0	2018.0	2	8	20	61.0
28.0	1	2017-02-05	5.0	2.0	2017.0	2	10	20	80.0
1050.0	1	2017-10-02	2.0	10.0	2017.0	2	8	20	631.0
256.95	1	2017-10-02	2.0	10.0	2017.0	2	8	20	61.0
9.4	1	2017-08-19	19.0	8.0	2017.0	2	8	26	111.0
3740.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	35.0
3032.95	1	2017-03-24	24.0	3.0	2017.0	2	8	250	361.0
2000.0	1	2018-02-19	19.0	2.0	2018.0	2	10	28	117.0
28.0	1	2017-09-19	19.0	9.0	2017.0	2	10	20	80.0
80.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	81.0
700.0	1	2017-09-19	19.0	9.0	2017.0	2	8	16	48.0
2697.0	1	2017-05-11	11.0	5.0	2017.0	2	8	16	36.0
242.24	1	2017-07-29	29.0	7.0	2017.0	2	8	20	61.0
2214.47	1	2017-06-03	3.0	6.0	2017.0	2	8	250	361.0
163.79	1	2018-02-19	19.0	2.0	2018.0	2	8	16	53.0
3043.0	1	2017-09-19	19.0	9.0	2017.0	2	8	16	36.0
14.54	1	2017-01-31	31.0	1.0	2017.0	2	8	30	125.0
149.0	1	2018-02-19	19.0	2.0	2018.0	2	10	28	117.0
28.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	80.0
73.2	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
2715.0	1	2017-08-19	19.0	8.0	2017.0	2	8	16	36.0
11.75	1	2018-02-19	19.0	2.0	2018.0	2	8	20	81.0
928.74	1	2017-08-19	19.0	8.0	2017.0	2	10	20	80.0
928.74	1	2017-03-24	24.0	3.0	2017.0	2	8	20	80.0
1785.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	46.0
15000.0	1	2017-09-19	19.0	9.0	2017.0	2	8	20	634.0
28.0	1	2017-10-02	2.0	10.0	2017.0	2	10	20	80.0
613.36	1	2017-08-19	19.0	8.0	2017.0	2	8	11	23.0
28.0	1	2018-02-19	19.0	2.0	2018.0	2	10	20	80.0
3044.0	1	2017-08-19	19.0	8.0	2017.0	2	8	16	36.0
422.86	1	2017-02-05	5.0	2.0	2017.0	2	8	20	61.0
1124.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	91.0
718.28	1	2018-02-19	19.0	2.0	2018.0	2	8	25	108.0
350.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
352.51	1	2017-07-29	29.0	7.0	2017.0	2	8	20	61.0
968.52	1	2018-02-19	19.0	2.0	2018.0	2	8	16	41.0
80.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
21.0	1	2017-08-19	19.0	8.0	2017.0	2	9	26	111.0
4000.0	3	2018-02-19	19.0	2.0	2018.0	1	10	20	77.0
10.5	1	2017-08-19	19.0	8.0	2017.0	2	9	26	111.0
88.03	1	2018-02-19	19.0	2.0	2018.0	2	8	20	90.0
699.9	1	2018-02-19	19.0	2.0	2018.0	2	10	20	80.0
200.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	79.0
27125.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
1600.0	1	2018-02-19	19.0	2.0	2018.0	2	8	19	56.0
637.18	1	2018-02-19	19.0	2.0	2018.0	2	8	25	108.0
64.99	1	2018-02-19	19.0	2.0	2018.0	2	8	20	81.0
39.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	80.0
850.44	1	2018-02-19	19.0	2.0	2018.0	2	8	25	108.0
1461.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	36.0
9.4	1	2018-02-19	19.0	2.0	2018.0	2	8	26	111.0
90.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
6.5	1	2017-06-27	27.0	6.0	2017.0	2	8	26	111.0
15000.0	1	2017-09-19	19.0	9.0	2017.0	2	8	20	634.0
63.0	1	2017-06-09	9.0	6.0	2017.0	2	8	26	111.0
116.99	1	2017-08-19	19.0	8.0	2017.0	2	10	20	80.0
376.77	7	2017-09-19	19.0	9.0	2017.0	1	8	20	72.0
1124.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	91.0
171.08	1	2018-02-19	19.0	2.0	2018.0	2	8	20	62.0
3740.0	1	2017-01-30	30.0	1.0	2017.0	2	8	16	35.0
1189.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	38.0
212.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	46.0
1626.03	1	2018-02-19	19.0	2.0	2018.0	2	8	16	38.0
215.0	1	2017-08-19	19.0	8.0	2017.0	2	10	20	80.0
1600.0	1	2018-02-19	19.0	2.0	2018.0	2	8	19	56.0
48.86	1	2018-02-19	19.0	2.0	2018.0	2	8	25	349.0
53.85	1	2018-02-19	19.0	2.0	2018.0	2	8	20	80.0
1414.91	1	2018-02-19	19.0	2.0	2018.0	2	8	16	38.0
27125.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
35.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	292.0
1276.82	1	2018-02-19	19.0	2.0	2018.0	2	8	16	41.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
24.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
321.51	1	2018-02-19	19.0	2.0	2018.0	2	8	20	61.0
1058.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	38.0
638.87	1	2018-02-19	19.0	2.0	2018.0	2	8	20	86.0
28.0	1	2018-02-19	19.0	2.0	2018.0	2	10	20	80.0
27125.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
1600.0	1	2018-02-19	19.0	2.0	2018.0	2	8	19	56.0
200.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	79.0
39.0	1	2018-02-19	19.0	2.0	2018.0	2	10	20	80.0
500.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	77.0
172.02	1	2017-01-30	30.0	1.0	2017.0	2	8	20	62.0
789.6	1	2018-02-19	19.0	2.0	2018.0	2	10	20	63.0
21700.0	1	2017-10-02	2.0	10.0	2017.0	2	8	28	117.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
195.92	1	2017-09-19	19.0	9.0	2017.0	2	10	16	53.0
150.0	1	2018-02-19	19.0	2.0	2018.0	2	8	83	180.0
38.0	1	2017-09-19	19.0	9.0	2017.0	2	8	20	80.0
1600.0	1	2018-02-19	19.0	2.0	2018.0	2	8	19	56.0
2000.0	1	2018-02-19	19.0	2.0	2018.0	2	10	28	117.0
558.0	1	2017-10-02	2.0	10.0	2017.0	2	8	20	82.0
68.0	1	2017-02-05	5.0	2.0	2017.0	2	8	26	111.0
22.5	1	2017-07-21	21.0	7.0	2017.0	2	8	26	111.0
71.0	1	2018-02-19	19.0	2.0	2018.0	2	8	26	111.0
2414.0	1	2017-03-24	24.0	3.0	2017.0	2	8	16	36.0
613.52	1	2017-10-02	2.0	10.0	2017.0	2	8	16	46.0
76.0	1	2017-02-05	5.0	2.0	2017.0	2	8	16	36.0
38.0	1	2017-09-19	19.0	9.0	2017.0	2	8	20	80.0
7500.0	1	2017-03-24	24.0	3.0	2017.0	2	8	28	117.0
1500.0	1	2017-01-30	30.0	1.0	2017.0	2	8	19	56.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
13.0	1	2017-01-30	30.0	1.0	2017.0	2	8	20	70.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
306.76	1	2017-03-24	24.0	3.0	2017.0	2	9	16	46.0
400.62	1	2017-10-18	18.0	10.0	2017.0	2	8	20	61.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
212.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	46.0
35.0	1	2017-08-19	19.0	8.0	2017.0	2	8	16	292.0
9375.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
1277.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	36.0
550.0	1	2017-02-05	5.0	2.0	2017.0	2	8	20	80.0
6.5	1	2017-03-24	24.0	3.0	2017.0	2	8	26	111.0
210.0	1	2018-02-19	19.0	2.0	2018.0	2	10	20	63.0
2109.93	1	2017-02-05	5.0	2.0	2017.0	2	8	25	109.0
39.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	80.0
385.99	1	2017-03-24	24.0	3.0	2017.0	2	8	20	81.0
1600.0	1	2017-05-11	11.0	5.0	2017.0	2	8	19	56.0
100.0	1	2017-02-05	5.0	2.0	2017.0	2	8	9	182.0
3619.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	39.0
433.68	1	2017-01-30	30.0	1.0	2017.0	2	9	83	180.0
47.67	1	2018-02-19	19.0	2.0	2018.0	2	8	25	349.0
8.8	1	2017-10-02	2.0	10.0	2017.0	2	8	26	111.0
1500.0	1	2017-02-05	5.0	2.0	2017.0	2	8	19	56.0
765.71	1	2017-07-13	13.0	7.0	2017.0	2	9	250	357.0
3740.0	1	2017-10-18	18.0	10.0	2017.0	2	8	16	35.0
38.0	1	2017-01-30	30.0	1.0	2017.0	2	8	20	80.0
6.5	1	2017-10-02	2.0	10.0	2017.0	2	8	26	111.0
1040.17	1	2017-10-02	2.0	10.0	2017.0	2	8	250	361.0
15.0	1	2017-02-05	5.0	2.0	2017.0	2	8	26	111.0
15.0	1	2017-10-02	2.0	10.0	2017.0	2	8	26	111.0
750.0	1	2017-06-01	1.0	6.0	2017.0	2	8	20	79.0
6.5	1	2017-03-24	24.0	3.0	2017.0	2	8	26	111.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
252.96	1	2017-05-11	11.0	5.0	2017.0	2	8	20	61.0
732.0	1	2017-01-30	30.0	1.0	2017.0	2	8	11	22.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	37.0
613.52	1	2017-02-05	5.0	2.0	2017.0	2	8	16	46.0
38.0	1	2017-02-05	5.0	2.0	2017.0	2	8	20	80.0
42.0	1	2017-10-02	2.0	10.0	2017.0	2	8	26	111.0
700.0	1	2017-01-30	30.0	1.0	2017.0	2	8	16	48.0
508.0	1	2017-01-30	30.0	1.0	2017.0	2	8	20	82.0
2363.0	1	2017-01-30	30.0	1.0	2017.0	2	8	16	36.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
22.71	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
7500.0	1	2017-06-01	1.0	6.0	2017.0	2	8	28	117.0
679.1	1	2017-10-02	2.0	10.0	2017.0	2	8	11	23.0
28.0	1	2017-01-30	30.0	1.0	2017.0	2	10	20	80.0
80.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
21.56	1	2017-01-30	30.0	1.0	2017.0	2	8	20	72.0
937.0	1	2017-01-30	30.0	1.0	2017.0	2	8	20	91.0
550.0	1	2017-03-24	24.0	3.0	2017.0	2	8	20	101.0
3667.0	1	2017-06-29	29.0	6.0	2017.0	2	9	16	39.0
28.0	1	2017-09-19	19.0	9.0	2017.0	2	8	20	80.0
1500.0	1	2017-03-24	24.0	3.0	2017.0	2	8	19	56.0
30.0	1	2017-06-07	7.0	6.0	2017.0	2	8	16	139.0
114.6	1	2017-01-30	30.0	1.0	2017.0	2	9	25	108.0
1139.0	1	2017-10-18	18.0	10.0	2017.0	2	9	16	36.0
30.0	1	2017-06-07	7.0	6.0	2017.0	2	8	16	139.0
28.0	1	2017-09-19	19.0	9.0	2017.0	2	8	20	80.0
1047.0	1	2017-10-18	18.0	10.0	2017.0	2	9	16	36.0
25000.0	1	2017-10-02	2.0	10.0	2017.0	2	8	20	634.0
1277.0	1	2017-06-01	1.0	6.0	2017.0	2	9	16	36.0
2711.0	1	2017-06-01	1.0	6.0	2017.0	2	9	16	36.0
2378.0	1	2017-01-30	30.0	1.0	2017.0	2	9	16	36.0
28.0	1	2017-02-05	5.0	2.0	2017.0	2	10	20	80.0
1277.0	1	2017-10-18	18.0	10.0	2017.0	2	9	16	36.0
1600.0	1	2017-08-19	19.0	8.0	2017.0	2	8	19	56.0
596.32	1	2017-01-30	30.0	1.0	2017.0	2	9	83	180.0
1139.0	1	2017-06-01	1.0	6.0	2017.0	2	9	16	36.0
937.0	1	2017-06-20	20.0	6.0	2017.0	2	8	20	91.0
2413.0	1	2017-02-05	5.0	2.0	2017.0	2	9	16	36.0
30.0	1	2017-01-30	30.0	1.0	2017.0	2	8	16	139.0
700.0	1	2017-01-30	30.0	1.0	2017.0	2	8	16	48.0
50.91	1	2017-06-13	13.0	6.0	2017.0	2	9	25	108.0
404.26	1	2017-05-11	11.0	5.0	2017.0	2	8	20	61.0
35.0	1	2017-06-13	13.0	6.0	2017.0	2	8	16	292.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
30.0	1	2017-10-02	2.0	10.0	2017.0	2	8	16	139.0
120.0	1	2017-02-05	5.0	2.0	2017.0	2	8	20	99.0
0.3	1	2017-01-30	30.0	1.0	2017.0	2	8	16	139.0
30.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	139.0
30.0	1	2017-03-24	24.0	3.0	2017.0	2	8	16	139.0
30.0	1	2017-01-30	30.0	1.0	2017.0	2	8	16	139.0
30.0	1	2017-01-30	30.0	1.0	2017.0	2	8	16	139.0
1461.0	1	2017-10-18	18.0	10.0	2017.0	2	9	16	36.0
2363.0	1	2017-01-30	30.0	1.0	2017.0	2	9	16	36.0
21700.0	1	2017-08-19	19.0	8.0	2017.0	2	8	28	117.0
48.86	1	2017-06-01	1.0	6.0	2017.0	2	8	20	92.0
39.0	1	2018-02-19	19.0	2.0	2018.0	2	10	20	80.0
3740.0	1	2017-08-19	19.0	8.0	2017.0	2	8	16	35.0
30.75	1	2017-07-20	20.0	7.0	2017.0	2	9	30	124.0
30.0	1	2017-02-05	5.0	2.0	2017.0	2	8	16	139.0
70.18	1	2017-02-05	5.0	2.0	2017.0	2	9	25	108.0
47.67	1	2017-06-01	1.0	6.0	2017.0	2	8	20	92.0
650.0	1	2018-02-19	19.0	2.0	2018.0	2	10	28	117.0
1047.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	36.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	37.0
60.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
36.0	1	2017-08-19	19.0	8.0	2017.0	2	10	20	63.0
71.0	1	2018-02-19	19.0	2.0	2018.0	2	8	26	111.0
9375.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
1277.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	36.0
700.0	1	2017-05-11	11.0	5.0	2017.0	2	8	16	48.0
344.72	1	2017-03-24	24.0	3.0	2017.0	2	8	20	61.0
594.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	82.0
39.0	1	2017-01-30	30.0	1.0	2017.0	2	9	26	111.0
351.41	1	2018-02-19	19.0	2.0	2018.0	2	8	20	80.0
305.74	1	2017-03-24	24.0	3.0	2017.0	2	8	20	61.0
1124.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	91.0
176.72	1	2017-03-24	24.0	3.0	2017.0	2	8	20	62.0
38.5	1	2018-02-19	19.0	2.0	2018.0	2	8	20	63.0
177.24	1	2017-10-02	2.0	10.0	2017.0	2	8	20	62.0
42.0	1	2018-02-19	19.0	2.0	2018.0	2	8	26	111.0
9375.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
1500.0	1	2017-08-29	29.0	8.0	2017.0	2	8	19	56.0
9.4	1	2017-09-19	19.0	9.0	2017.0	2	8	26	111.0
70.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
1139.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	36.0
1277.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	36.0
779.63	1	2018-02-19	19.0	2.0	2018.0	2	8	20	90.0
90.0	1	2017-10-02	2.0	10.0	2017.0	2	8	20	69.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
1058.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	36.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	37.0
1250.0	1	2017-03-24	24.0	3.0	2017.0	2	8	28	117.0
30.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	139.0
1047.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	36.0
405.92	1	2017-10-02	2.0	10.0	2017.0	2	8	20	61.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
723.32	1	2017-09-19	19.0	9.0	2017.0	2	8	16	46.0
29.87	1	2018-02-19	19.0	2.0	2018.0	2	8	20	71.0
21700.0	1	2017-03-24	24.0	3.0	2017.0	2	8	28	117.0
28.0	1	2018-02-19	19.0	2.0	2018.0	2	10	20	80.0
715.02	1	2017-03-24	24.0	3.0	2017.0	2	8	12	184.0
2500.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
5353.18	1	2018-02-19	19.0	2.0	2018.0	2	8	25	102.0
10219.77	1	2018-02-19	19.0	2.0	2018.0	2	8	25	102.0
1139.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	36.0
21.0	1	2018-02-19	19.0	2.0	2018.0	2	9	26	111.0
22.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
252.61	1	2018-02-19	19.0	2.0	2018.0	2	9	250	361.0
1139.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	36.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
149.0	1	2017-08-19	19.0	8.0	2017.0	2	10	28	117.0
28.0	1	2018-02-19	19.0	2.0	2018.0	2	10	20	80.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
56.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	80.0
2500.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
27125.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
84.0	1	2018-02-19	19.0	2.0	2018.0	2	10	20	80.0
1277.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	36.0
808.06	1	2017-03-24	24.0	3.0	2017.0	2	9	250	361.0
700.0	1	2017-03-24	24.0	3.0	2017.0	2	10	16	48.0
714.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	46.0
888.59	1	2018-02-19	19.0	2.0	2018.0	2	8	25	108.0
410.0	1	2017-09-19	19.0	9.0	2017.0	2	8	16	48.0
200.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	79.0
56.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	80.0
1017.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	36.0
45.63	1	2017-08-19	19.0	8.0	2017.0	2	8	20	69.0
149.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
9.4	1	2018-02-19	19.0	2.0	2018.0	2	8	20	71.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
73.15	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
1757.15	1	2018-02-19	19.0	2.0	2018.0	2	8	250	361.0
1428.0	1	2018-02-19	19.0	2.0	2018.0	2	9	16	46.0
4544.62	10	2018-02-19	19.0	2.0	2018.0	1	8	20	68.0
1500.0	1	2018-02-19	19.0	2.0	2018.0	2	10	20	79.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
467.0	1	2017-08-19	19.0	8.0	2017.0	2	9	16	36.0
10.5	1	2018-02-19	19.0	2.0	2018.0	2	9	26	111.0
2500.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	37.0
9.4	1	2017-09-19	19.0	9.0	2017.0	2	8	26	111.0
4544.62	10	2017-09-19	19.0	9.0	2017.0	1	8	20	68.0
69.75	1	2018-02-19	19.0	2.0	2018.0	2	8	20	80.0
2500.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
1450.0	1	2018-02-19	19.0	2.0	2018.0	2	10	20	69.0
90.24	1	2018-02-19	19.0	2.0	2018.0	2	10	16	53.0
700.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	48.0
1124.0	1	2017-09-19	19.0	9.0	2017.0	2	8	20	91.0
4129.07	1	2018-02-19	19.0	2.0	2018.0	2	8	25	102.0
700.0	1	2017-02-05	5.0	2.0	2017.0	2	8	16	48.0
700.0	1	2017-05-11	11.0	5.0	2017.0	2	10	16	48.0
80.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
434.39	1	2017-01-30	30.0	1.0	2017.0	2	8	20	61.0
266.67	1	2018-02-19	19.0	2.0	2018.0	2	9	16	38.0
84.0	1	2017-10-18	18.0	10.0	2017.0	2	10	20	80.0
594.0	1	2018-02-19	19.0	2.0	2018.0	2	8	19	56.0
21.0	1	2018-02-19	19.0	2.0	2018.0	2	9	26	111.0
39.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	80.0
461.2	1	2017-06-03	3.0	6.0	2017.0	2	9	83	180.0
200.0	1	2017-07-20	20.0	7.0	2017.0	2	8	30	126.0
10.25	1	2017-06-13	13.0	6.0	2017.0	2	9	26	111.0
7541.4	1	2018-02-19	19.0	2.0	2018.0	2	9	16	668.0
9.4	1	2018-02-19	19.0	2.0	2018.0	2	8	26	111.0
60.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	69.0
175.29	1	2018-02-19	19.0	2.0	2018.0	2	8	25	102.0
1500.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	79.0
562.5	1	2018-02-19	19.0	2.0	2018.0	2	10	20	77.0
700.0	1	2017-06-07	7.0	6.0	2017.0	2	8	16	48.0
71.0	1	2018-02-19	19.0	2.0	2018.0	2	8	26	111.0
120.0	1	2018-02-19	19.0	2.0	2018.0	2	10	16	53.0
307.18	1	2017-06-01	1.0	6.0	2017.0	2	8	20	61.0
9.11	1	2017-10-02	2.0	10.0	2017.0	2	8	30	125.0
2091.01	1	2018-02-19	19.0	2.0	2018.0	2	8	25	109.0
519.48	1	2017-06-03	3.0	6.0	2017.0	2	9	250	361.0
30.75	1	2017-07-20	20.0	7.0	2017.0	2	9	26	111.0
2091.01	1	2018-02-19	19.0	2.0	2018.0	2	8	25	109.0
602.57	1	2017-10-11	11.0	10.0	2017.0	2	9	250	357.0
60.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	81.0
260.06	1	2017-01-30	30.0	1.0	2017.0	2	8	20	61.0
57.64	1	2017-06-01	1.0	6.0	2017.0	2	10	16	53.0
433.68	1	2017-02-05	5.0	2.0	2017.0	2	9	83	180.0
200.0	1	2018-02-19	19.0	2.0	2018.0	2	8	20	79.0
3740.0	1	2018-02-19	19.0	2.0	2018.0	2	8	16	35.0
1250.0	1	2017-08-19	19.0	8.0	2017.0	2	8	28	117.0
28.0	1	2017-09-19	19.0	9.0	2017.0	2	10	20	80.0
8.8	1	2017-06-07	7.0	6.0	2017.0	2	8	26	111.0
100166.4	1	2017-06-19	19.0	6.0	2017.0	2	180	28	117.0
13.62	1	2017-06-01	1.0	6.0	2017.0	2	10	16	53.0
558.0	1	2017-05-11	11.0	5.0	2017.0	2	8	20	82.0
700.0	1	2017-05-11	11.0	5.0	2017.0	2	8	16	48.0
700.0	1	2017-05-11	11.0	5.0	2017.0	2	10	16	48.0
1179.6	1	2017-03-24	24.0	3.0	2017.0	2	181	16	53.0
3740.0	1	2017-05-11	11.0	5.0	2017.0	2	8	16	35.0
2414.0	1	2017-05-11	11.0	5.0	2017.0	2	8	16	36.0
30.0	1	2018-02-19	19.0	2.0	2018.0	2	10	16	650.0
30.0	1	2017-02-05	5.0	2.0	2017.0	2	10	16	139.0
106.9	1	2017-03-24	24.0	3.0	2017.0	2	181	16	53.0
21700.0	1	2017-09-19	19.0	9.0	2017.0	2	8	28	117.0
700.0	1	2017-05-11	11.0	5.0	2017.0	2	8	16	48.0
15.0	1	2017-01-30	30.0	1.0	2017.0	2	8	26	111.0
6.5	1	2017-01-30	30.0	1.0	2017.0	2	8	26	111.0
150.91	1	2017-03-24	24.0	3.0	2017.0	2	181	16	53.0
918.0	1	2018-02-19	19.0	2.0	2018.0	2	10	20	80.0
900.0	3	2018-02-19	19.0	2.0	2018.0	1	8	20	74.0
750.0	1	2017-05-11	11.0	5.0	2017.0	2	8	20	79.0
640.52	1	2017-05-11	11.0	5.0	2017.0	2	8	16	46.0
54.0	1	2017-03-24	24.0	3.0	2017.0	2	181	16	53.0
700.0	1	2017-05-11	11.0	5.0	2017.0	2	8	16	48.0
25000.0	1	2017-10-02	2.0	10.0	2017.0	2	8	20	634.0
2428.0	1	2017-07-20	20.0	7.0	2017.0	2	9	16	36.0
285.15	1	2017-05-11	11.0	5.0	2017.0	2	8	20	76.0
30.0	1	2017-02-05	5.0	2.0	2017.0	2	10	16	139.0
75.0	1	2017-03-24	24.0	3.0	2017.0	2	181	16	53.0
7500.0	1	2018-02-19	19.0	2.0	2018.0	2	8	28	117.0
3740.0	1	2017-05-11	11.0	5.0	2017.0	2	8	16	35.0
913.11	1	2017-05-11	11.0	5.0	2017.0	2	8	16	41.0
500.0	1	2017-03-24	24.0	3.0	2017.0	2	10	16	48.0
63.0	1	2017-01-30	30.0	1.0	2017.0	2	8	26	111.0
8.8	1	2017-06-07	7.0	6.0	2017.0	2	8	26	111.0
700.0	1	2017-05-11	11.0	5.0	2017.0	2	8	16	48.0
700.0	1	2017-05-11	11.0	5.0	2017.0	2	8	16	48.0
920.28	1	2017-05-11	11.0	5.0	2017.0	2	9	16	46.0
38.0	1	2017-07-02	2.0	7.0	2017.0	2	8	20	80.0
21700.0	1	2017-07-02	2.0	7.0	2017.0	2	8	28	117.0
700.0	1	2017-07-02	2.0	7.0	2017.0	2	8	16	48.0
2000.0	1	2017-07-02	2.0	7.0	2017.0	2	10	28	117.0
2715.0	1	2017-07-02	2.0	7.0	2017.0	2	8	16	36.0
1082.32	1	2017-07-02	2.0	7.0	2017.0	2	8	16	41.0
3740.0	1	2017-07-02	2.0	7.0	2017.0	2	8	16	35.0
